0.188,-1.07,-3.65,0.3,-2.4,-13.06,-12.56,2.76,1.73,0.16,-3.48,0.49,-14.69,-2.51,-3.13,0.07,-7.13,-29.35,-1.35,1.13,2.68,-0.07,10.31,-7.73,39.31
0.198,-1.24,-3.25,-0.2,0.92,-12.1,-16.1,2.67,1.68,-0.18,-2.85,-0.21,-14.48,-2.37,-2.85,-0.18,-9.72,-39.13,17.28,-0.18,1.55,1.07,24.88,-14,7.09
0.209,-0.82,-2.8,-0.48,4.32,-3.14,-16.29,2.32,1.57,-0.42,-1.37,-3.81,-11.82,-3.25,-0.69,-0.25,-11.44,-33.25,23.7,0.07,1.58,0.71,12.14,31.85,14.1
0.219,-0.18,-1.91,-0.35,5.84,-0.58,-18.4,1.96,1.56,-0.48,-1.5,-5.98,-5.73,-3.79,-1.29,0.68,-7.65,-8.01,30.26,0.07,1.58,0.71,2.49,20.59,4.65
0.229,0.34,-1,-0.05,7.32,-1.77,-22.07,1.38,1.34,-0.39,-0.74,-7.05,-2.66,-2.49,-0.99,0.77,-8.88,-9.56,33.36,0.11,0.12,-0.23,8.35,23.17,2.44
0.238,0.41,-0.77,0.18,8.25,-3.96,-23.01,1.38,1.34,-0.39,-4.5,-16.1,6.05,-1.29,-0.32,0.92,-7.98,-14.77,30.9,0.17,-0.85,0,11.72,19.72,4.3
0.248,0.02,-0.82,0.4,7.42,-3.17,-22.79,-0.35,0.7,-0.42,-5.76,-13.06,11.8,-0.92,-0.12,0.59,-4.44,-13.39,31.65,0.71,-0.96,-0.18,7.73,24.64,5.26
0.258,-0.31,-0.15,0.35,4.05,-2.56,-21.8,-1.4,0.62,-0.69,-5.15,-13.07,10.76,-0.43,0.49,0.14,-2.96,-15.19,31.22,1.21,-1.22,-0.39,9.94,26.25,10.27
0.269,0,0.76,0.2,1.55,-2.5,-21.94,-2.28,0.3,-0.79,1.8,-11.14,1.6,0.34,0.6,-0.26,-4.03,-17.89,31.76,1.21,-1.22,-0.39,11.85,26.78,9.9
0.279,0.34,1.72,0.19,0.43,-2.46,-22.12,-3.15,-0.12,-1.06,2.11,-10.69,-10.42,1.33,0.54,-0.56,-3.71,-17.28,29.15,1.44,-1.57,-0.56,9.4,26.92,15.56
0.288,0.42,2.47,0.04,-1.26,-3.35,-10.86,-3.32,-1.01,-1.21,10.26,-16.85,-39.22,2.55,0.11,-0.75,-3.07,-16.29,26.03,1.32,-2.54,-0.59,6.96,22.4,17.31
0.299,0.71,2.78,-0.25,-2.52,-1.98,10.05,-1.91,-2.15,-1.05,18.21,-8.59,-39.22,3.48,0.04,-0.74,-4.05,-13.64,-3.09,0.98,-3.82,-0.66,8.85,10.88,9.93
0.309,0.41,3.09,-0.56,-1.5,1.04,21.96,-1.15,-1.8,0.19,5.69,36.34,27.64,3.82,0.37,-0.55,-8.57,-11.48,-20.12,0.83,-3.79,-0.83,12.97,-0.64,-2.75
0.319,-0.79,3.43,-0.71,-20.79,-14.42,0.4,-1.52,-0.01,0.04,-12.65,7.38,24.79,3.2,1,-0.39,-15.75,-12.56,-25.94,0.83,-3.79,-0.83,5.21,-9.35,-20.75
0.329,-0.55,2.63,-0.16,-30.38,-21.28,23.94,-0.38,0.24,-1.01,-2.19,5.11,-5.88,2.96,2.26,-0.4,-16.52,-8.26,-21.87,1.71,-1.43,-0.86,-0.15,-7.57,-5.67
0.339,0.64,2.16,0.57,-29.89,-25.69,24.44,-0.27,-0.34,-0.72,13.44,28.55,10.77,3.17,2.83,0.01,-6.15,-1.02,-27.14,1.76,0.02,-1.02,-2.94,-12.94,6.57
0.349,0.12,1.32,0.17,-16.21,-20.12,19.39,-0.93,-0.72,0.22,11.77,15.84,6.55,2.69,1.83,0.86,-2.98,-2.53,-25.38,0.62,0.16,-0.91,-0.07,-18.87,4.9
0.358,-0.83,0.1,-0.24,-11.28,-7.9,23.44,-0.93,-0.72,0.22,12.05,18.12,1.11,1.74,0.8,0.84,-2.4,-1.9,-24.87,-0.41,0.47,-0.69,-3.82,-19.45,2.59
0.368,-0.92,-0.52,-0.01,-10.52,-9.82,18.57,-0.06,-0.2,0.28,8.73,18.23,4.42,-0.49,-1.89,0.63,-5.17,-0.86,-23.7,-0.94,1.72,-0.71,-3,-14.72,4.44
0.379,-1,-0.8,0.26,-11.31,-10.26,18.02,0.48,-0.04,0.51,5.78,15.98,0.66,-0.49,-1.89,0.63,-3.41,-2.58,-24.93,-1.5,2.57,-0.26,-1.74,-10.07,6.09
0.388,-0.92,-0.86,0.3,-11.9,-9.3,16.95,0.48,-0.04,0.51,5.23,17.5,2.83,-1.58,-2.41,0.32,0.77,-4.46,-23.18,-2.01,3.26,-0.35,-1.3,-6.63,0.28
0.398,-0.92,-0.86,0.3,-14.51,-9.23,16.42,0.79,-0.16,0.57,5.98,18.29,3.77,-2.09,-2.48,-0.08,4.75,-5.61,-20.76,-2.25,4.25,-0.5,-0.95,-4.19,-10.94
0.409,-0.06,-1.26,0.24,-16.09,-7.88,16.67,0.98,-0.07,0.63,7.53,17.53,2.95,-2.81,-2.97,-0.09,7.05,-5.92,-14.85,-2.21,5.34,-0.56,6.07,-10.97,-39.11
0.419,0.26,-1.9,0.16,-16.95,-5.67,16.14,1.29,0.62,0.61,6.13,14.48,5.36,-3.11,-3.76,0.07,1.26,-5.51,18.09,-1.16,6.25,-0.22,12.19,6.51,-39.11
0.429,0.23,-2.59,0.21,-17.25,-4.51,8.18,1.69,1.48,0.59,5.01,13.06,4.3,-3.11,-3.76,0.07,2.26,0.31,16.45,0.81,6.08,0.33,-2.44,17.44,-12.14
0.438,0,-3.06,0.3,-13.39,-6.61,1.86,2.16,2.06,0.57,2,11.35,-0.6,-2.74,-5.51,0.28,4.92,-12.34,-0.52,1.74,3.24,-0.84,12,-4.71,32.02
0.448,0,-3.06,0.3,-8.55,-10.73,-5.01,2.49,2.15,0.45,-2.13,0.56,-12.39,-2.96,-4.52,0.03,10.43,-26.37,-1.13,-0.07,-0.21,-0.8,19.39,-15.43,22.39
0.458,-0.91,-3.14,0.13,-3.88,-12.89,-10.97,2.51,1.71,0.19,-4.86,-3.82,-14.97,-3.81,-0.2,0.11,-1.48,-19.1,22.07,-0.43,0.59,0.51,9.51,28.22,3.09
0.469,-1.52,-3.36,-0.05,1.74,-7.92,-18.21,2.23,1.34,0.03,-6.09,-7,-15.39,-2.25,-0.57,0.69,-6.86,-10.8,16.56,0.25,0.97,1.14,2.63,20.81,10.09
0.479,-1.52,-3.39,-0.14,2.58,-2.82,-17.92,1.99,1.48,-0.17,-6.69,-8.14,-12.82,-2.25,-0.57,0.69,-6.38,-8.1,21.35,0.08,0.44,0.42,8.81,14.27,-0.55
0.489,-1.08,-2.41,-0.16,3.9,1.04,-19.31,1.81,1.53,-0.54,-8.17,-9.28,0,-0.65,0.19,1.03,-12.81,-12.3,21.37,0.13,-0.21,0.19,9.42,20.57,2.2
0.498,-0.68,-1.12,-0.09,7.11,0.37,-24.45,1.44,1.39,-0.82,-6.92,-13.17,3.68,0.42,2.12,0.2,-15.52,-9.78,20.01,0.3,-0.68,0.22,11.22,17.79,2.2
0.508,-0.71,-0.56,0.03,9.51,-2.81,-25.89,0.69,0.95,-1.01,-8.28,-12.59,12.97,0.74,2.27,-0.06,-16.04,-7.51,21.61,0.63,-0.76,-0.02,10.9,20.44,5.01
0.518,-0.89,-0.23,0.15,10.06,-4.53,-25.93,-0.23,0.46,-1.14,-8.76,-5.73,18.63,0.97,1.65,-0.45,-14.02,-8.6,22.48,1.01,-0.82,-0.41,11.93,20.98,8.68
0.529,-0.99,0.43,0.13,8.31,-4.51,-24.52,-1.46,0.36,-1.46,3.35,-14.14,-21.4,0.97,1.65,-0.45,-9.55,-10.14,22.88,1.24,-0.9,-0.66,10.61,22.02,6.69
0.539,-0.29,1.73,-0.06,3.02,-5.51,-9.46,-2.67,0.18,-1.84,8.02,-17.19,-38.59,1.08,0.81,-0.54,-6.88,-10.69,19.45,1.27,-1.3,-0.86,10.14,20.01,12.35
0.549,0.44,2.71,-0.18,0.14,-4.67,9.73,-2.95,-0.87,-2.24,30.64,10.48,-33.95,2.54,-0.03,-0.44,-6.73,-11.36,15.17,1.11,-2.3,-0.91,11.34,16.62,11.56
0.559,0.31,2.92,-0.27,-2.23,-5.07,19.57,-2.11,-0.75,-2.12,15.82,20.65,31.22,3.07,0.04,-0.08,-7.57,-11.97,9.72,0.84,-3.22,-0.92,13.27,9.34,5.55
0.569,-0.53,2.67,-0.25,-7.01,-12.61,-6.92,-1.28,-0.04,-0.17,0.66,-0.92,19.89,2.66,0.22,0.32,-9.25,-10.31,-7.67,0.94,-3.29,-0.96,9.89,-5.26,-14.18
0.579,-0.89,1.75,-0.03,-31.28,-22.93,16.57,-0.79,1.84,0.63,-6.44,5.17,-4.46,2.66,0.22,0.32,-11.14,-8.48,-16.25,1.56,-2.03,-1.04,4.9,-4.3,-17.8
0.589,0.4,1.1,0.44,-23.88,-14.27,22.97,-0.2,1.55,-0.71,2.83,30.1,3.81,1.25,0.53,0.61,-12.22,-7.61,-18.26,2.21,-0.41,-1.04,2.07,-3.32,-11.85
0.598,0.61,1.57,0.27,-17.64,-5.59,23.21,-0.64,-0.56,-0.77,5.53,17.6,2.44,-0.02,-0.25,0.91,-9.52,-8.15,-20.96,2.19,0.27,-1.01,2.44,-8.72,-2.7
0.608,0.1,1.43,0.03,-16.87,-6.61,26.17,-1.72,-1.8,0.22,6.65,21.76,1.86,0.11,-0.96,1.02,-0.09,-6.98,-24.82,1.65,0.59,-0.91,-1,-14.82,-1.49
0.619,0.1,0.42,0.15,-15.76,-10.4,24.7,-0.46,-0.8,0.14,8.75,18.51,3.1,-0.45,-1.84,1.05,1.88,-5.71,-27.95,1.23,1.44,-0.78,-4.69,-17.86,3.69
0.629,-0.48,-1.02,0.05,-17.59,-10,24.56,0.62,0.13,-0.13,8.75,18.51,3.1,-0.45,-1.84,1.05,3.56,-3.73,-29.04,0.69,2.24,-0.64,-7.98,-20.89,10.75
0.638,-0.72,-2.11,0.12,-17.76,-8.14,24.81,0.97,0.4,0.08,6.96,19.9,4.59,-1.23,-2.89,1.16,6.82,-3.74,-27.21,-0.2,2.77,-0.34,-11.18,-19.7,17.3
0.648,-0.6,-2.7,0.37,-19.4,-9.28,22.26,1.4,0.4,0.22,10.06,23.47,6.63,-2.15,-2.17,0.89,11.06,-3.61,-26.52,-1.41,2.96,-0.36,-5.63,-13.18,6.94
0.659,-0.5,-3.2,0.64,-20.03,-8.88,20.14,1.94,0.45,0.31,9.94,24.23,8.93,-2.38,-1.01,0.43,11.68,-2.92,-24.68,-2.56,3.02,-0.23,-1.71,-12.65,-5.44
0.669,-0.43,-3.84,0.78,-18.61,-7.4,16.77,2.27,1.04,0.44,8.18,14.39,8.84,-2.68,-0.36,0,8.56,-3.39,-9.25,-2.94,3.98,0.13,2.4,-20.93,-39.11
0.679,-0.8,-4.32,0.68,-17.75,-6.57,10.51,2.69,2.08,0.44,4.51,7.48,0.91,-2.79,-2.03,-0.24,0.18,-2,17.86,-1.27,5.51,0.87,13.27,17,-39.11
0.688,-1.28,-4.33,0.49,-9.43,-12.85,-10.36,2.91,2.82,0.53,4.51,7.48,0.91,-2.79,-2.03,-0.24,-4.65,0.38,6.88,1.11,5.52,1.18,-5.8,13.72,17.25
0.698,-1.55,-3.96,0.17,-2.27,-15.98,-18.89,3,2.75,0.39,-6.15,-5.09,-17.2,-2.51,-3.14,-0.56,-2.86,-28.3,-0.21,0.93,1.72,-0.97,21.7,-11.02,38.74
0.709,-1.48,-3.71,-0.44,3.44,-13.34,-22.54,2.76,2.24,0.17,-7.25,-9.32,-17.75,-3.69,-1.69,-0.05,-5.21,-39.13,14.64,-0.78,-0.43,0.1,23.12,-8.18,-0.67
0.719,-1.02,-3.39,-0.97,9.93,1.24,-20.21,2.37,1.74,0.06,-3.91,-10.59,-13.3,-3.6,-1.65,0.67,-7.34,-31.68,25.61,0.06,1.34,1.35,3.36,27.18,13.43
0.729,-0.57,-2.48,-0.77,11.77,4.26,-20.37,2.02,1.33,-0.25,-2.64,-10.25,-8.51,-1.58,-0.79,0.88,-6.4,-7.13,29.71,0.13,0.91,0.58,4.15,22.37,4.65
0.739,-0.27,-1.66,-0.09,12.64,3.06,-21.87,1.75,1.26,-0.56,-2.64,-10.25,-8.51,-0.31,0.08,1.05,-9.89,-7.84,35.38,0.41,0.64,-0.19,8.42,24.92,1.51
0.748,-0.4,-1.02,0.32,10.94,-2.2,-23.42,1.22,1.09,-0.55,-0.37,-12.61,3.21,0.19,0.76,0.44,-11.56,-13.18,33.5,0.5,-0.37,-0.15,12.26,24.45,7.11
0.759,-0.22,-0.49,0.42,5.51,-3.57,-21.72,0.44,0.53,-0.66,-4.11,-6.48,11.52,0.61,1.25,-0.11,-7.38,-12.68,34.25,0.67,-1.21,-0.01,11.73,28.65,6.82
0.769,0.17,0.36,0.43,2.71,-2.49,-20.95,-0.3,0.55,-0.67,-3.04,-9.27,10.09,1.18,0.96,-0.51,-6.76,-15.13,32.81,1.32,-1.37,-0.34,14.26,30.98,10.27
0.779,0.33,1.02,0.46,-0.25,-1.95,-22.07,-1.29,0.47,-0.93,-3.04,-9.27,10.09,1.9,0.44,-0.7,-6,-18.27,31.62,1.8,-1.71,-0.6,15.02,31.19,14.22
0.789,0.05,1.59,0.53,-5.84,-1.36,-10.22,-2.31,0.02,-1.18,4.98,-18.72,-25.51,2.79,-0.16,-0.57,-4.63,-19.19,26.44,1.77,-2.12,-0.75,6.19,25.17,19.18
0.798,0,2.41,0.47,-6.32,0.07,9.85,-2.6,-0.82,-1.52,25.62,1.37,-37.59,3.23,-0.21,-0.19,-1.75,-15.44,5.86,1.2,-3.36,-0.86,8.09,13.22,10.63
0.809,0,3.19,0.01,-3.56,-1.1,8.78,-1.09,-1.16,-1.4,33.2,34.15,10.71,3.24,0.45,0,-3.79,-15.18,-8.71,0.46,-4.79,-0.84,12.34,-1.95,-4.46
0.819,-0.79,3.18,-0.33,-10.34,-10.43,-9.68,-1.09,-0.88,0.06,-4.65,3.99,0.91,3.03,1.92,-0.01,-9.9,-13.98,-18.64,0.6,-4.46,-0.78,12.3,-10.71,-19.54
0.829,-0.63,1.91,-0.13,-23.72,-18.32,24.2,-1.76,-0.11,-0.07,0.89,19.3,-3.17,2.63,2.96,0.26,-17.1,-8.85,-21.37,1.69,-1.94,-0.66,1.95,-4.82,-9.48
0.839,0,1.4,-0.03,-19.69,-22.15,20.37,-0.25,0.14,-1.18,0.89,19.3,-3.17,2.35,2.48,0.75,-15.23,3.64,-23.7,2.29,0.02,-0.85,0.02,-11.78,2.48
0.848,0,1.4,-0.03,-14.52,-20.31,20.97,-0.62,-0.58,-0.89,8.09,22.37,3.39,1.66,1.02,0.69,-8.97,-1.91,-25.9,1.54,0.42,-0.88,1.89,-11.75,5.86
0.859,-1.05,-0.09,-0.03,-11.52,-12.9,25.43,-1.23,-0.81,-0.06,11.69,21.19,0,0.55,-0.7,0.88,-2.77,-4.78,-25.56,0.72,0.68,-0.74,-0.03,-16.38,0.25
0.869,-1.16,-0.88,0.07,-7.67,-14.39,19.5,-0.28,-0.14,0.01,8.1,19.51,4.53,-0.47,-2.62,1.23,-1.16,-3.57,-24.76,0.45,2.05,-1.02,-7.03,-17.39,6.26
0.879,-1.32,-1.29,0.22,-8.98,-14.39,19.32,0.41,0.58,0.11,8.1,19.51,4.53,-1.28,-3.53,1.19,-2.47,-3.61,-28.25,-0.13,2.98,-0.59,-6.01,-15.02,7.48
0.889,-1.14,-1.31,0.22,-8.47,-13.14,19.21,0.45,0.44,0.41,8.64,18.35,1.63,-1.66,-3.45,0.69,-0.91,-2.44,-26.6,-0.86,3.44,-0.56,-6.42,-14.06,11.81
0.898,-1.14,-1.31,0.22,-15.73,-10.93,16.38,0.67,0.37,0.56,7.82,18.94,2.83,-1.92,-3.06,0.19,4.5,-2.45,-23.2,-1.76,3.56,-0.8,-4.8,-14.96,9.73
0.909,-0.24,-1.25,0.5,-18.54,-8.34,17.17,0.81,0.59,0.56,7.65,17.2,2.94,-2.35,-2.23,-0.04,10.39,-3.99,-22.54,-2.5,3.82,-0.86,0.85,-11.68,-3.23
0.919,0.27,-1.57,0.43,-19.28,-6.32,16.22,1.12,1.25,0.52,7.94,15.1,4.23,-2.95,-1.85,-0.2,9.43,-5.4,-6.01,-2.73,4.67,-0.6,2.98,-16.71,-37.68
0.93,0.33,-2.35,0.45,-20.42,-4.19,13.18,1.67,1.99,0.49,7.94,15.1,4.23,-3.08,-2.44,-0.14,2.04,-4.71,20.57,-1.59,6.09,-0.12,14.19,-4.38,-39.11
0.939,0.14,-3.25,0.55,-14.57,-3.51,2.35,2.28,2.33,0.47,4.92,9.36,2.84,-2.39,-4.69,0.18,-1.6,6.42,23.09,1.06,6.51,0.69,-1.29,23.18,-3.81
0.949,0.14,-3.25,0.55,-7.98,-6.44,-4.19,2.7,2.42,0.37,-0.97,6.36,-7.94,-2.56,-4,0.03,1.96,-5.44,3.41,1.95,3.43,-0.76,14.1,-13.31,39.22
0.959,-0.51,-3.66,0.43,-2.88,-10.05,-9.73,2.76,2.23,0.16,-6.03,-0.69,-16.86,-4.02,-1.64,-0.06,0.18,-39.13,10.47,-0.19,-0.35,-1.01,24.37,-19.36,13.38
0.969,-0.89,-3.42,0.05,0.07,-10.22,-12.55,2.53,1.87,-0.08,-5.61,-2.69,-17.13,-4.14,-0.3,0.69,-6.26,-26.95,17.59,-0.52,0.5,1.1,20.96,17.71,-12.98
0.98,-0.96,-3.14,-0.17,2.09,-3.97,-11.92,2.33,1.81,-0.43,-4.19,-2.78,-13.97,-2.09,0.02,1.13,-7.38,-10.14,14.71,-0.02,0.84,1.31,-1.97,20.09,7.67
0.989,-0.88,-2.74,-0.11,3.22,-2.74,-13.55,2.27,1.84,-0.8,-4.19,-2.78,-13.97,-0.72,0.91,1.25,-4.67,-5.82,19.54,-0.17,0.77,0.23,0.18,22.96,-0.81
0.999,-0.88,-2.74,-0.11,4.51,-3.8,-16.29,2.17,1.8,-1.02,-3,-7.42,-4.8,-0.4,1.4,0.68,-15.92,-15.34,17.85,0.15,0.44,-0.11,3.85,24.5,1.13
1.009,-0.99,-1.81,0.14,5.59,-6.94,-16.37,1.84,1.28,-1.07,-5.69,-4.69,2.18,-0.07,1.6,0.34,-14.38,-14.17,19.29,0.11,-0.21,0.01,10.51,17.79,3.03
1.019,-0.81,-1.32,0.1,4.59,-6.65,-16.84,1.41,1.01,-1.01,-5.23,-8.38,6.67,0.09,1.2,0.02,-12.21,-8.1,21.94,0.33,-0.47,0,10.56,18.98,1.54
1.03,-0.64,-0.5,-0.03,3.04,-6.26,-20.77,0.81,0.91,-1.21,-5.23,-8.38,6.67,-0.06,0.55,-0.34,-11.97,-8.72,21.55,0.82,-0.42,-0.29,11.1,21.29,4.01
1.039,-0.56,-0.07,-0.04,1.62,-5.15,-23.55,0.02,0.9,-1.26,-3.33,-12.64,7.8,-0.12,-0.17,-0.44,-8.22,-11.72,23.53,1.12,-0.45,-0.56,10.85,21.73,6.82
1.048,-0.56,-0.07,-0.04,-1.19,-2.22,-25.96,-0.81,0.99,-1.38,-4.4,-15.63,8.69,0.44,-0.74,-0.47,-4.61,-14.09,23.85,1.08,-0.65,-0.65,10.36,22.15,9.8
1.059,-0.91,0.25,-0.02,-1.42,-0.76,-24.22,-1.74,1.22,-1.56,-0.46,-15.47,-17.62,1.41,-0.82,-0.38,-2.57,-16.06,21.37,0.86,-1.49,-0.71,8.57,19.05,12.02
1.07,-0.98,0.76,-0.23,0.5,-0.64,-10.61,-2.53,1.13,-1.86,35.81,10.18,-36.86,2.31,-0.47,-0.13,-2.85,-12.78,11.18,0.62,-2.64,-0.74,8.77,14.82,10.02
1.08,-0.82,1.29,-0.44,6.69,-1.8,15.18,-2.14,-0.3,-2.31,32.31,39.22,22.02,2.74,0,0.11,-4.17,-10,4.57,0.45,-3.6,-0.67,10.85,7.94,3.66
1.09,-1.82,1.67,-0.57,-0.5,-17.3,-6.5,-0.89,-0.07,-1.14,7.69,15.38,32.63,2.53,0.45,0.26,-7.4,-9.48,-4.46,0.67,-3.45,-0.59,8.47,-3.81,-13.73
1.1,-1.56,1.67,-0.26,-13.85,-25.84,13.31,-1.75,0.82,0.02,-1.42,-0.83,-1.48,1.85,0.89,0.43,-11.17,-7.9,-15.71,1.43,-1.8,-0.67,3.18,-2.79,-16.67
1.11,0.4,2.01,0.17,-21.46,-29.73,26.82,-0.99,0.74,-0.63,7.76,29.92,8.56,1.18,0.72,0.7,-11.82,-4.92,-17.46,2.14,0.05,-0.83,-1.13,-2.1,-12.27
1.12,1.06,3.13,0.75,-25.48,-12.97,21.73,-1.05,-0.71,-0.88,8.47,18.94,5.48,0.6,-0.22,0.99,-5.46,-5.17,-19.76,2.01,0.65,-0.98,-0.05,-7.38,-2.72
1.131,0.7,3.12,0.46,-25.06,-1.36,25.26,-2.25,-1.59,0.16,10.28,21.38,0.52,-0.15,-1.03,1.08,-2.09,-5.88,-20.72,1.5,1.14,-0.95,-3.23,-12.43,-3.16
1.141,0.57,1.77,0.14,-21.63,-0.86,22.89,0.04,0.51,-0.25,10.11,16.88,3.64,-0.72,-1.47,0.86,-2.21,-4.15,-21.54,1.23,2.11,-0.88,-5.61,-14.52,0.34
1.153,-0.45,-0.19,0.18,-20.47,-5.15,21.29,0.42,0.63,-0.16,8.19,17.04,1.83,-1.35,-2.14,0.76,-3.47,-2.06,-25.39,0.79,2.81,-0.74,-6.5,-15.63,6.05
1.165,-1.2,-1.82,0.27,-12.97,-6.92,19.96,0.71,0.48,0.02,7.88,18.96,4.71,-2.12,-2.52,0.44,2.47,-4.36,-22.1,-0.48,3.77,-0.87,-5.59,-10.39,4.98
1.178,-1.2,-2.51,0.51,-13.77,-10.6,18.54,1.13,0.65,0.15,7.92,20.53,5.86,-2.12,-2.52,0.44,6.46,-5.71,-21.02,-1.29,3.82,-1.02,-3.4,-9.43,-0.17
1.188,-0.95,-2.65,0.88,-15.97,-7.65,14.81,1.45,1.28,0.31,6.38,17.48,3.94,-3.12,-1.81,0.19,9.9,-5.11,-17.36,-1.78,4.19,-0.93,-0.81,-8.01,-2.78
1.198,-0.75,-2.87,0.94,-16.69,-6.05,10.63,1.73,1.96,0.37,5.25,14.23,3.78,-3.34,-1.72,0.06,6.28,-5.9,1.62,-1.69,5.07,-0.73,11.69,-11.64,-39.11
1.21,-0.96,-3.92,0.56,-14.97,-5.88,4.23,2.05,2.39,0.4,1.05,6.01,-0.47,-3.13,-2.76,0,0,-3,21.62,0,5.83,-0.12,8.02,34.29,-38.93
1.22,-1.11,-4.3,0.45,-10.01,-7.25,-3.28,2.38,2.44,0.33,-0.86,-0.1,-11.88,-2.76,-4.49,0.11,-0.6,6.26,15.46,1.94,5.06,0.3,7.61,25.68,-0.07
1.231,-1.14,-4.2,0.32,1.07,-11.4,-15.03,2.53,2.17,0.14,-5.42,-2.05,-14.81,-3.19,-2.74,-0.18,3.25,-30.46,6.53,0.91,1.82,-0.74,22.93,-8.59,39.31
1.242,-1.11,-3.66,-0.01,4.21,-8.55,-18.35,2.42,2.21,-0.28,-6.42,-4.53,-14.43,-4.03,-1.57,0.08,-8.73,-34.2,22.59,-0.38,1.12,0.51,22.03,25.39,-11.39
1.255,-0.9,-3.24,-0.21,7.3,-4.09,-19.12,2.16,2,-0.53,-1.34,-7.86,-12.51,-3.38,-1.3,0.62,-14.28,-25.18,22.12,0.03,1.21,1.28,1.27,20.42,7.28
